,0,1,2,3,4,5,6,7,8,9,10,11,season,category,color,release_date,day,week,month,year
3287,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,AW18,trapeze dress,purple,2018-09-27,3,39,9,2018
3288,5.0,9.0,8.0,6.0,5.0,6.0,27.0,6.0,43.0,8.0,10.0,5.0,AW18,doll dress,pattern,2018-09-28,4,39,9,2018
3289,9.0,44.0,26.0,38.0,37.0,35.0,206.0,29.0,288.0,48.0,20.0,16.0,AW18,doll dress,pattern,2018-09-28,4,39,9,2018
3290,3.0,4.0,5.0,7.0,7.0,3.0,7.0,2.0,51.0,2.0,1.0,3.0,AW18,solid colours,purple,2018-09-28,4,39,9,2018
3291,2.0,5.0,3.0,4.0,4.0,5.0,0.0,3.0,101.0,12.0,2.0,2.0,AW18,solid colours,pattern,2018-09-28,4,39,9,2018
3292,1.0,5.0,2.0,6.0,10.0,8.0,4.0,37.0,61.0,11.0,4.0,2.0,AW18,medium coat,pattern,2018-09-28,4,39,9,2018
3293,1.0,6.0,2.0,6.0,9.0,10.0,4.0,29.0,67.0,14.0,5.0,2.0,AW18,medium coat,black,2018-09-28,4,39,9,2018
3294,1.0,25.0,16.0,14.0,21.0,14.0,11.0,6.0,35.0,7.0,2.0,0.0,AW18,culottes,pattern,2018-09-29,5,39,9,2018
3295,2.0,18.0,14.0,5.0,10.0,11.0,12.0,5.0,64.0,15.0,10.0,5.0,AW18,midi skirt,black,2018-09-29,5,39,9,2018
3296,3.0,18.0,15.0,7.0,9.0,9.0,7.0,8.0,53.0,6.0,1.0,0.0,AW18,solid colours,bordeaux,2018-09-29,5,39,9,2018
3297,2.0,8.0,9.0,7.0,4.0,3.0,7.0,3.0,22.0,3.0,1.0,2.0,AW18,culottes,black,2018-09-29,5,39,9,2018
3298,2.0,12.0,15.0,5.0,6.0,0.0,1.0,5.0,13.0,1.0,1.0,0.0,AW18,drop sleeve,pattern,2018-09-29,5,39,9,2018
3299,1.0,2.0,0.0,1.0,2.0,2.0,4.0,17.0,39.0,6.0,3.0,1.0,AW18,long sleeve,black,2018-09-30,6,39,9,2018
3300,1.0,2.0,0.0,7.0,32.0,31.0,25.0,23.0,206.0,22.0,12.0,10.0,AW18,long sleeve,pattern,2018-09-30,6,39,9,2018
3301,1.0,1.0,1.0,0.0,1.0,2.0,1.0,7.0,13.0,2.0,0.0,0.0,AW18,medium coat,black,2018-09-30,6,39,9,2018
3302,2.0,0.0,1.0,1.0,1.0,1.0,2.0,41.0,3.0,2.0,0.0,0.0,AW18,medium coat,grey,2018-10-01,0,40,10,2018
3303,13.0,12.0,14.0,10.0,10.0,10.0,8.0,111.0,17.0,2.0,3.0,8.0,AW18,long sleeve,black,2018-10-02,1,40,10,2018
3304,8.0,8.0,4.0,2.0,1.0,13.0,2.0,54.0,11.0,0.0,0.0,1.0,AW18,sheath dress,mustard,2018-10-02,1,40,10,2018
3305,5.0,8.0,4.0,3.0,8.0,29.0,2.0,43.0,4.0,2.0,1.0,2.0,AW18,sheath dress,bordeaux,2018-10-03,2,40,10,2018
3306,1.0,9.0,10.0,21.0,18.0,6.0,8.0,60.0,8.0,2.0,5.0,1.0,AW18,long sleeve,beige,2018-10-04,3,40,10,2018
3307,2.0,5.0,8.0,16.0,14.0,3.0,11.0,69.0,8.0,4.0,0.0,2.0,AW18,culottes,pattern,2018-10-05,4,40,10,2018
3308,7.0,7.0,13.0,9.0,15.0,22.0,93.0,170.0,34.0,24.0,26.0,31.0,AW18,long coat,black,2018-10-05,4,40,10,2018
3309,2.0,11.0,26.0,18.0,7.0,4.0,5.0,55.0,9.0,1.0,3.0,1.0,AW18,long sleeve,pattern,2018-10-05,4,40,10,2018
3310,1.0,9.0,4.0,7.0,5.0,45.0,8.0,108.0,22.0,8.0,11.0,10.0,AW18,long sleeve,black,2018-10-06,5,40,10,2018
3311,2.0,4.0,12.0,18.0,18.0,14.0,4.0,60.0,10.0,2.0,0.0,1.0,AW18,long sleeve,black,2018-10-06,5,40,10,2018
3312,1.0,4.0,3.0,6.0,8.0,4.0,3.0,49.0,14.0,6.0,3.0,12.0,AW18,long duster,black,2018-10-06,5,40,10,2018
3313,7.0,4.0,11.0,22.0,27.0,23.0,14.0,179.0,18.0,1.0,3.0,2.0,AW18,long sleeve,pattern,2018-10-06,5,40,10,2018
3314,1.0,3.0,2.0,2.0,3.0,17.0,2.0,60.0,10.0,3.0,4.0,8.0,AW18,long sleeve,grey,2018-10-06,5,40,10,2018
3315,1.0,7.0,2.0,6.0,3.0,37.0,5.0,110.0,19.0,2.0,9.0,6.0,AW18,short sleeves,black,2018-10-06,5,40,10,2018
3316,1.0,9.0,9.0,6.0,7.0,20.0,4.0,23.0,6.0,0.0,0.0,1.0,AW18,long dress,pattern,2018-10-06,5,40,10,2018
3317,2.0,12.0,14.0,10.0,12.0,7.0,10.0,50.0,4.0,1.0,2.0,1.0,AW18,long sleeve,pattern,2018-10-06,5,40,10,2018
3318,2.0,21.0,18.0,11.0,7.0,74.0,10.0,79.0,6.0,4.0,4.0,2.0,AW18,doll dress,pattern,2018-10-06,5,40,10,2018
3319,2.0,16.0,26.0,23.0,13.0,11.0,9.0,61.0,5.0,0.0,1.0,1.0,AW18,culottes,pattern,2018-10-06,5,40,10,2018
3320,1.0,4.0,2.0,0.0,1.0,3.0,0.0,13.0,1.0,0.0,1.0,0.0,AW18,miniskirt,russet,2018-10-07,6,40,10,2018
3321,1.0,10.0,5.0,8.0,13.0,70.0,11.0,97.0,8.0,10.0,2.0,2.0,AW18,long sleeve,black,2018-10-07,6,40,10,2018
3322,1.0,3.0,1.0,0.0,7.0,6.0,3.0,120.0,8.0,2.0,1.0,1.0,AW18,medium cardigan,pattern,2018-10-07,6,40,10,2018
3323,1.0,1.0,1.0,0.0,0.0,1.0,0.0,27.0,5.0,0.0,0.0,0.0,AW18,trapeze dress,pattern,2018-10-07,6,40,10,2018
3324,1.0,6.0,14.0,10.0,15.0,19.0,13.0,251.0,25.0,3.0,1.0,2.0,AW18,long sleeve,beige,2018-10-07,6,40,10,2018
3325,8.0,18.0,16.0,27.0,15.0,11.0,72.0,5.0,2.0,1.0,0.0,4.0,AW18,long sleeve,black,2018-10-08,0,41,10,2018
3326,3.0,6.0,2.0,5.0,6.0,30.0,39.0,10.0,22.0,16.0,33.0,8.0,AW18,short coat,beige,2018-10-08,0,41,10,2018
3327,7.0,14.0,12.0,34.0,14.0,14.0,156.0,8.0,2.0,1.0,0.0,4.0,AW18,long sleeve,black,2018-10-09,1,41,10,2018
3328,2.0,6.0,14.0,14.0,17.0,12.0,177.0,11.0,1.0,4.0,3.0,0.0,AW18,long sleeve,pattern,2018-10-09,1,41,10,2018
3329,9.0,5.0,12.0,11.0,10.0,19.0,49.0,3.0,0.0,5.0,4.0,2.0,AW18,sleeveless,beige,2018-10-09,1,41,10,2018
3330,5.0,10.0,5.0,10.0,9.0,62.0,99.0,10.0,25.0,28.0,26.0,20.0,AW18,medium coat,blue,2018-10-09,1,41,10,2018
3331,3.0,1.0,4.0,2.0,0.0,3.0,56.0,8.0,2.0,0.0,7.0,4.0,AW18,medium coat,beige,2018-10-09,1,41,10,2018
3332,5.0,5.0,1.0,6.0,24.0,4.0,72.0,13.0,0.0,3.0,3.0,13.0,AW18,long sleeve,pattern,2018-10-09,1,41,10,2018
3333,1.0,1.0,4.0,7.0,25.0,4.0,29.0,4.0,4.0,2.0,0.0,2.0,AW18,long dress,beige,2018-10-09,1,41,10,2018
3334,7.0,3.0,1.0,15.0,71.0,4.0,134.0,24.0,9.0,4.0,6.0,10.0,AW18,long sleeve,pattern,2018-10-09,1,41,10,2018
3335,7.0,5.0,11.0,18.0,12.0,58.0,103.0,8.0,19.0,14.0,15.0,16.0,AW18,medium coat,pink,2018-10-09,1,41,10,2018
3336,6.0,8.0,5.0,2.0,28.0,2.0,62.0,15.0,5.0,3.0,4.0,11.0,AW18,long sleeve,beige,2018-10-09,1,41,10,2018
3337,4.0,6.0,8.0,11.0,12.0,11.0,96.0,8.0,2.0,2.0,3.0,8.0,AW18,short sleeves,beige,2018-10-10,2,41,10,2018
3338,8.0,9.0,7.0,2.0,1.0,3.0,16.0,2.0,0.0,0.0,1.0,0.0,AW18,solid colours,russet,2018-10-10,2,41,10,2018
3339,5.0,3.0,3.0,0.0,2.0,2.0,36.0,2.0,2.0,2.0,3.0,11.0,AW18,long duster,grey,2018-10-10,2,41,10,2018
3340,7.0,6.0,9.0,11.0,11.0,63.0,108.0,11.0,2.0,4.0,5.0,10.0,AW18,long sleeve,black,2018-10-10,2,41,10,2018
3341,3.0,4.0,15.0,14.0,27.0,16.0,254.0,25.0,2.0,7.0,1.0,7.0,AW18,long sleeve,black,2018-10-10,2,41,10,2018
3342,6.0,8.0,6.0,10.0,8.0,38.0,67.0,8.0,5.0,2.0,3.0,7.0,AW18,sleeveless,black,2018-10-10,2,41,10,2018
3343,1.0,10.0,6.0,13.0,14.0,78.0,93.0,16.0,31.0,19.0,37.0,12.0,AW18,medium coat,black,2018-10-10,2,41,10,2018
3344,6.0,5.0,9.0,3.0,2.0,4.0,23.0,1.0,0.0,3.0,5.0,2.0,AW18,culottes,black,2018-10-10,2,41,10,2018
3345,20.0,23.0,18.0,9.0,14.0,10.0,186.0,27.0,13.0,12.0,5.0,47.0,AW18,drop sleeve,pattern,2018-10-10,2,41,10,2018
3346,1.0,2.0,10.0,14.0,41.0,3.0,55.0,7.0,5.0,2.0,2.0,3.0,AW18,doll dress,pattern,2018-10-10,2,41,10,2018
3347,8.0,6.0,5.0,3.0,2.0,4.0,8.0,4.0,1.0,0.0,0.0,0.0,AW18,culottes,pattern,2018-10-10,2,41,10,2018
3348,2.0,7.0,13.0,10.0,11.0,9.0,105.0,17.0,4.0,3.0,4.0,8.0,AW18,medium cardigan,pattern,2018-10-10,2,41,10,2018
3349,3.0,0.0,2.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,AW18,sheath dress,russet,2018-10-11,3,41,10,2018
3350,6.0,10.0,10.0,13.0,6.0,13.0,120.0,20.0,4.0,5.0,4.0,21.0,AW18,long sleeve,black,2018-10-11,3,41,10,2018
3351,5.0,19.0,9.0,11.0,14.0,44.0,119.0,21.0,7.0,10.0,4.0,17.0,AW18,long sleeve,black,2018-10-11,3,41,10,2018
3352,7.0,9.0,16.0,16.0,13.0,12.0,95.0,8.0,4.0,4.0,4.0,12.0,AW18,culottes,black,2018-10-11,3,41,10,2018
3353,10.0,11.0,11.0,17.0,43.0,7.0,77.0,12.0,1.0,2.0,1.0,0.0,AW18,doll dress,pattern,2018-10-11,3,41,10,2018
3354,3.0,0.0,12.0,5.0,7.0,18.0,33.0,6.0,2.0,1.0,2.0,2.0,AW18,medium coat,black,2018-10-11,3,41,10,2018
3355,4.0,5.0,4.0,2.0,12.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,AW18,doll dress,black,2018-10-11,3,41,10,2018
3356,3.0,11.0,15.0,14.0,6.0,12.0,100.0,13.0,4.0,2.0,1.0,5.0,AW18,short sleeves,black,2018-10-11,3,41,10,2018
3357,7.0,11.0,11.0,22.0,20.0,21.0,182.0,17.0,3.0,2.0,2.0,8.0,AW18,long sleeve,pattern,2018-10-11,3,41,10,2018
3358,4.0,16.0,16.0,9.0,25.0,4.0,107.0,9.0,1.0,1.0,1.0,0.0,AW18,trapeze dress,pattern,2018-10-11,3,41,10,2018
3359,5.0,24.0,16.0,4.0,20.0,21.0,207.0,30.0,15.0,18.0,21.0,69.0,AW18,culottes,black,2018-10-12,4,41,10,2018
3360,1.0,8.0,9.0,12.0,4.0,7.0,83.0,11.0,2.0,5.0,6.0,6.0,AW18,medium cardigan,beige,2018-10-12,4,41,10,2018
3361,7.0,13.0,9.0,8.0,5.0,5.0,81.0,4.0,0.0,0.0,0.0,0.0,AW18,short sleeves,pattern,2018-10-12,4,41,10,2018
3362,1.0,8.0,5.0,11.0,9.0,6.0,54.0,6.0,0.0,0.0,0.0,0.0,AW18,drop sleeve,pattern,2018-10-12,4,41,10,2018
3363,4.0,13.0,9.0,7.0,11.0,9.0,70.0,7.0,5.0,8.0,3.0,4.0,AW18,long sleeve,white,2018-10-12,4,41,10,2018
3364,2.0,4.0,2.0,3.0,4.0,2.0,49.0,16.0,6.0,0.0,2.0,16.0,AW18,kimono dress,black,2018-10-13,5,41,10,2018
3365,3.0,7.0,2.0,7.0,50.0,5.0,89.0,7.0,7.0,6.0,4.0,14.0,AW18,short sleeves,grey,2018-10-13,5,41,10,2018
3366,1.0,2.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,AW18,culottes,pattern,2018-10-13,5,41,10,2018
3367,1.0,7.0,5.0,3.0,3.0,5.0,62.0,4.0,1.0,0.0,4.0,5.0,AW18,medium coat,black,2018-10-13,5,41,10,2018
3368,5.0,13.0,22.0,13.0,19.0,12.0,141.0,13.0,2.0,0.0,1.0,1.0,AW18,long sleeve,pattern,2018-10-13,5,41,10,2018
3369,2.0,4.0,4.0,5.0,0.0,4.0,12.0,3.0,0.0,2.0,0.0,0.0,AW18,medium coat,black,2018-10-13,5,41,10,2018
3370,1.0,1.0,0.0,3.0,2.0,6.0,18.0,0.0,1.0,1.0,0.0,0.0,AW18,long coat,black,2018-10-13,5,41,10,2018
3371,1.0,2.0,5.0,2.0,2.0,1.0,66.0,14.0,8.0,4.0,1.0,4.0,AW18,kimono dress,grey,2018-10-13,5,41,10,2018
3372,1.0,2.0,5.0,12.0,10.0,48.0,99.0,8.0,35.0,31.0,60.0,43.0,AW18,medium coat,black,2018-10-13,5,41,10,2018
3373,1.0,0.0,4.0,1.0,3.0,26.0,29.0,9.0,1.0,2.0,3.0,26.0,AW18,long sleeve,black,2018-10-14,6,41,10,2018
3374,1.0,9.0,14.0,14.0,17.0,7.0,102.0,19.0,3.0,2.0,0.0,11.0,AW18,long sleeve,beige,2018-10-14,6,41,10,2018
3375,5.0,4.0,4.0,3.0,1.0,63.0,6.0,3.0,2.0,1.0,2.0,30.0,AW18,sleeveless,pattern,2018-10-15,0,42,10,2018
3376,8.0,8.0,6.0,12.0,8.0,52.0,6.0,1.0,4.0,12.0,10.0,37.0,AW18,long duster,grey,2018-10-16,1,42,10,2018
3377,6.0,7.0,3.0,7.0,7.0,63.0,15.0,8.0,9.0,8.0,36.0,95.0,AW18,long duster,camel,2018-10-16,1,42,10,2018
3378,5.0,9.0,16.0,21.0,13.0,124.0,26.0,3.0,4.0,0.0,9.0,33.0,AW18,long sleeve,beige,2018-10-17,2,42,10,2018
3379,5.0,3.0,8.0,2.0,7.0,10.0,3.0,2.0,4.0,2.0,2.0,18.0,AW18,long sleeve,black,2018-10-17,2,42,10,2018
3380,3.0,3.0,2.0,3.0,2.0,74.0,11.0,5.0,3.0,3.0,16.0,32.0,AW18,kimono dress,black,2018-10-17,2,42,10,2018
3381,4.0,8.0,10.0,10.0,14.0,160.0,20.0,5.0,5.0,2.0,11.0,51.0,AW18,long sleeve,grey,2018-10-18,3,42,10,2018
3382,7.0,36.0,36.0,233.0,18.0,162.0,14.0,3.0,3.0,4.0,0.0,30.0,AW18,trapeze dress,pattern,2018-10-18,3,42,10,2018
3383,9.0,8.0,22.0,58.0,5.0,53.0,4.0,1.0,0.0,1.0,2.0,17.0,AW18,doll dress,pattern,2018-10-18,3,42,10,2018
3384,2.0,4.0,54.0,8.0,9.0,134.0,16.0,5.0,4.0,4.0,9.0,55.0,AW18,culottes,jeans,2018-10-19,4,42,10,2018
3385,4.0,29.0,23.0,27.0,16.0,174.0,18.0,7.0,3.0,2.0,1.0,25.0,AW18,culottes,pattern,2018-10-19,4,42,10,2018
3386,15.0,47.0,68.0,376.0,37.0,298.0,65.0,60.0,56.0,60.0,136.0,196.0,AW18,doll dress,pattern,2018-10-19,4,42,10,2018
3387,4.0,9.0,14.0,44.0,8.0,83.0,21.0,13.0,9.0,7.0,6.0,20.0,AW18,trapeze dress,black,2018-10-19,4,42,10,2018
3388,3.0,28.0,23.0,13.0,14.0,211.0,27.0,14.0,18.0,22.0,64.0,120.0,AW18,drop sleeve,pattern,2018-10-19,4,42,10,2018
3389,4.0,15.0,20.0,7.0,9.0,140.0,19.0,11.0,10.0,9.0,7.0,55.0,AW18,gitana skirt,black,2018-10-19,4,42,10,2018
3390,1.0,6.0,6.0,33.0,2.0,56.0,8.0,6.0,2.0,7.0,3.0,39.0,AW18,sheath dress,pattern,2018-10-19,4,42,10,2018
3391,2.0,2.0,1.0,0.0,13.0,25.0,4.0,4.0,1.0,8.0,15.0,36.0,AW18,long sleeve,beige,2018-10-19,4,42,10,2018
3392,1.0,1.0,4.0,7.0,6.0,71.0,6.0,3.0,4.0,7.0,5.0,40.0,AW18,long sleeve,black,2018-10-20,5,42,10,2018
3393,2.0,15.0,9.0,4.0,31.0,89.0,7.0,5.0,8.0,10.0,13.0,48.0,AW18,sleeveless,beige,2018-10-20,5,42,10,2018
3394,3.0,6.0,7.0,8.0,18.0,55.0,13.0,3.0,0.0,6.0,4.0,43.0,AW18,sleeveless,pink,2018-10-20,5,42,10,2018
3395,2.0,1.0,1.0,9.0,1.0,22.0,2.0,0.0,1.0,1.0,6.0,27.0,AW18,long sleeve,beige,2018-10-20,5,42,10,2018
3396,2.0,2.0,9.0,1.0,30.0,102.0,14.0,6.0,10.0,11.0,7.0,87.0,AW18,long sleeve,black,2018-10-20,5,42,10,2018
3397,1.0,11.0,10.0,9.0,11.0,152.0,41.0,13.0,13.0,21.0,47.0,166.0,AW18,kimono dress,pattern,2018-10-20,5,42,10,2018
3398,1.0,7.0,8.0,9.0,4.0,55.0,11.0,6.0,2.0,2.0,3.0,28.0,AW18,long sleeve,fuchsia,2018-10-20,5,42,10,2018
3399,1.0,17.0,18.0,20.0,12.0,115.0,12.0,5.0,2.0,1.0,3.0,27.0,AW18,long sleeve,black,2018-10-20,5,42,10,2018
3400,1.0,6.0,5.0,6.0,4.0,95.0,13.0,5.0,1.0,1.0,3.0,37.0,AW18,long sleeve,green,2018-10-20,5,42,10,2018
3401,1.0,14.0,13.0,13.0,8.0,160.0,30.0,4.0,6.0,3.0,11.0,42.0,AW18,long sleeve,black,2018-10-20,5,42,10,2018
3402,1.0,7.0,23.0,13.0,7.0,53.0,14.0,3.0,2.0,1.0,3.0,33.0,AW18,culottes,pattern,2018-10-20,5,42,10,2018
3403,2.0,8.0,7.0,6.0,4.0,49.0,8.0,3.0,2.0,2.0,2.0,22.0,AW18,short sleeves,beige,2018-10-20,5,42,10,2018
3404,3.0,4.0,13.0,13.0,15.0,192.0,17.0,3.0,6.0,5.0,20.0,31.0,AW18,medium cardigan,black,2018-10-20,5,42,10,2018
3405,1.0,2.0,12.0,12.0,9.0,80.0,8.0,8.0,5.0,5.0,6.0,59.0,AW18,culottes,black,2018-10-20,5,42,10,2018
3406,2.0,3.0,8.0,7.0,10.0,72.0,6.0,2.0,2.0,3.0,2.0,19.0,AW18,long sleeve,white,2018-10-21,6,42,10,2018
3407,1.0,3.0,16.0,14.0,13.0,131.0,20.0,5.0,2.0,1.0,7.0,30.0,AW18,long sleeve,black,2018-10-21,6,42,10,2018
3408,1.0,2.0,12.0,14.0,4.0,82.0,16.0,8.0,11.0,6.0,15.0,45.0,AW18,long sleeve,cream,2018-10-21,6,42,10,2018
3409,1.0,3.0,10.0,3.0,7.0,99.0,28.0,3.0,14.0,11.0,22.0,61.0,AW18,kimono dress,pattern,2018-10-21,6,42,10,2018
3410,1.0,2.0,3.0,2.0,1.0,34.0,11.0,1.0,6.0,5.0,0.0,36.0,AW18,kimono dress,grey,2018-10-21,6,42,10,2018
3411,1.0,5.0,6.0,8.0,4.0,73.0,14.0,5.0,3.0,7.0,8.0,26.0,AW18,culottes,black,2018-10-21,6,42,10,2018
3412,1.0,2.0,5.0,3.0,7.0,93.0,12.0,5.0,6.0,1.0,12.0,43.0,AW18,medium cardigan,cream,2018-10-21,6,42,10,2018
3413,14.0,24.0,31.0,41.0,628.0,93.0,35.0,56.0,95.0,200.0,687.0,763.0,AW18,kimono dress,grey,2018-10-22,0,43,10,2018
3414,4.0,54.0,9.0,6.0,75.0,9.0,3.0,0.0,1.0,6.0,42.0,35.0,AW18,culottes,jeans,2018-10-22,0,43,10,2018
3415,8.0,4.0,7.0,8.0,142.0,18.0,8.0,7.0,8.0,24.0,62.0,54.0,AW18,kimono dress,pattern,2018-10-22,0,43,10,2018
3416,10.0,25.0,26.0,12.0,170.0,12.0,1.0,2.0,2.0,9.0,18.0,25.0,AW18,long sleeve,black,2018-10-22,0,43,10,2018
3417,12.0,13.0,12.0,5.0,77.0,11.0,1.0,1.0,4.0,5.0,21.0,22.0,AW18,sleeveless,pattern,2018-10-23,1,43,10,2018
3418,6.0,12.0,9.0,14.0,179.0,21.0,7.0,8.0,5.0,9.0,52.0,33.0,AW18,long sleeve,grey,2018-10-23,1,43,10,2018
3419,5.0,10.0,5.0,6.0,92.0,14.0,13.0,10.0,14.0,30.0,70.0,54.0,AW18,kimono dress,pattern,2018-10-23,1,43,10,2018
3420,5.0,19.0,13.0,16.0,156.0,20.0,4.0,3.0,5.0,7.0,26.0,28.0,AW18,long sleeve,black,2018-10-23,1,43,10,2018
3421,6.0,45.0,2.0,11.0,99.0,16.0,2.0,4.0,3.0,16.0,62.0,72.0,AW18,culottes,jeans,2018-10-23,1,43,10,2018
3422,8.0,15.0,14.0,14.0,122.0,16.0,2.0,1.0,0.0,5.0,29.0,23.0,AW18,long sleeve,green,2018-10-23,1,43,10,2018
3423,14.0,14.0,7.0,13.0,91.0,16.0,4.0,2.0,2.0,5.0,25.0,23.0,AW18,long sleeve,black,2018-10-24,2,43,10,2018
3424,18.0,16.0,19.0,26.0,559.0,71.0,35.0,50.0,61.0,150.0,589.0,605.0,AW18,kimono dress,beige,2018-10-24,2,43,10,2018
3425,6.0,48.0,13.0,12.0,159.0,17.0,8.0,8.0,5.0,17.0,91.0,58.0,AW18,culottes,black,2018-10-24,2,43,10,2018
3426,8.0,9.0,19.0,14.0,94.0,14.0,8.0,4.0,6.0,6.0,22.0,33.0,AW18,long sleeve,cream,2018-10-24,2,43,10,2018
3427,4.0,15.0,13.0,15.0,115.0,21.0,2.0,2.0,4.0,2.0,41.0,29.0,AW18,long sleeve,fuchsia,2018-10-24,2,43,10,2018
3428,3.0,5.0,2.0,40.0,79.0,14.0,15.0,2.0,9.0,9.0,61.0,64.0,AW18,long coat,black,2018-10-24,2,43,10,2018
3429,7.0,13.0,11.0,11.0,120.0,15.0,5.0,1.0,0.0,2.0,29.0,26.0,AW18,long sleeve,green,2018-10-24,2,43,10,2018
3430,3.0,8.0,0.0,1.0,41.0,4.0,0.0,0.0,0.0,0.0,21.0,13.0,AW18,culottes,pattern,2018-10-24,2,43,10,2018
3431,10.0,26.0,24.0,89.0,108.0,17.0,6.0,1.0,1.0,9.0,34.0,18.0,AW18,long coat,green,2018-10-24,2,43,10,2018
3432,9.0,14.0,12.0,10.0,208.0,24.0,7.0,6.0,8.0,11.0,36.0,33.0,AW18,medium cardigan,black,2018-10-24,2,43,10,2018
3433,9.0,15.0,20.0,9.0,99.0,13.0,2.0,5.0,1.0,4.0,37.0,37.0,AW18,long sleeve,fuchsia,2018-10-24,2,43,10,2018
3434,6.0,15.0,22.0,14.0,132.0,13.0,2.0,3.0,7.0,7.0,23.0,23.0,AW18,long sleeve,cream,2018-10-24,2,43,10,2018
3435,3.0,13.0,13.0,6.0,61.0,9.0,2.0,1.0,2.0,0.0,16.0,23.0,AW18,long sleeve,pattern,2018-10-25,3,43,10,2018
3436,1.0,7.0,3.0,1.0,29.0,3.0,0.0,0.0,0.0,1.0,15.0,15.0,AW18,gitana skirt,pattern,2018-10-25,3,43,10,2018
3437,2.0,8.0,5.0,62.0,104.0,22.0,33.0,27.0,45.0,26.0,36.0,26.0,AW18,long coat,black,2018-10-26,4,43,10,2018
3438,4.0,21.0,10.0,21.0,144.0,35.0,17.0,27.0,42.0,80.0,231.0,208.0,AW18,long duster,black,2018-10-26,4,43,10,2018
3439,2.0,5.0,11.0,6.0,158.0,19.0,13.0,13.0,4.0,1.0,80.0,72.0,AW18,culottes,camel,2018-10-26,4,43,10,2018
3440,2.0,6.0,48.0,4.0,72.0,8.0,8.0,2.0,6.0,1.0,18.0,19.0,AW18,doll dress,pattern,2018-10-26,4,43,10,2018
3441,3.0,14.0,19.0,8.0,97.0,14.0,9.0,5.0,1.0,14.0,42.0,23.0,AW18,long sleeve,pattern,2018-10-26,4,43,10,2018
3442,3.0,13.0,68.0,14.0,127.0,23.0,11.0,6.0,7.0,8.0,55.0,75.0,AW18,doll dress,pattern,2018-10-26,4,43,10,2018
3443,1.0,6.0,5.0,4.0,33.0,2.0,8.0,2.0,0.0,1.0,20.0,14.0,AW18,midi skirt,black,2018-10-26,4,43,10,2018
3444,2.0,2.0,5.0,4.0,38.0,8.0,3.0,6.0,3.0,14.0,49.0,41.0,AW18,culottes,black,2018-10-26,4,43,10,2018
3445,2.0,1.0,19.0,3.0,23.0,6.0,5.0,2.0,5.0,1.0,16.0,10.0,AW18,long dress,pattern,2018-10-26,4,43,10,2018
3446,4.0,14.0,16.0,16.0,106.0,27.0,19.0,15.0,26.0,51.0,51.0,40.0,AW18,miniskirt,pattern,2018-10-26,4,43,10,2018
3447,2.0,15.0,10.0,15.0,120.0,18.0,10.0,14.0,11.0,27.0,62.0,47.0,AW18,long sleeve,white,2018-10-26,4,43,10,2018
3448,7.0,14.0,137.0,15.0,171.0,26.0,29.0,28.0,55.0,22.0,69.0,43.0,AW18,trapeze dress,pattern,2018-10-26,4,43,10,2018
3449,3.0,11.0,8.0,4.0,45.0,6.0,2.0,4.0,2.0,3.0,16.0,21.0,AW18,long sleeve,pattern,2018-10-26,4,43,10,2018
3450,3.0,3.0,5.0,2.0,45.0,2.0,3.0,4.0,6.0,9.0,13.0,20.0,AW18,sleeveless,black,2018-10-27,5,43,10,2018
3451,4.0,9.0,23.0,74.0,131.0,15.0,7.0,2.0,3.0,1.0,38.0,27.0,AW18,long sleeve,black,2018-10-27,5,43,10,2018
3452,2.0,7.0,6.0,18.0,35.0,7.0,1.0,2.0,1.0,3.0,48.0,25.0,AW18,drop sleeve,pattern,2018-10-27,5,43,10,2018
3453,1.0,3.0,3.0,43.0,89.0,15.0,62.0,66.0,81.0,57.0,75.0,65.0,AW18,long coat,beige,2018-10-27,5,43,10,2018
3454,1.0,4.0,25.0,4.0,32.0,8.0,4.0,8.0,4.0,7.0,24.0,33.0,AW18,long dress,black,2018-10-27,5,43,10,2018
3455,2.0,11.0,5.0,3.0,60.0,11.0,8.0,4.0,10.0,3.0,45.0,44.0,AW18,culottes,black,2018-10-27,5,43,10,2018
3456,4.0,8.0,9.0,77.0,117.0,14.0,3.0,5.0,4.0,6.0,39.0,23.0,AW18,long coat,red,2018-10-27,5,43,10,2018
3457,4.0,4.0,3.0,6.0,39.0,9.0,5.0,2.0,3.0,1.0,19.0,14.0,AW18,patterned,pattern,2018-10-27,5,43,10,2018
3458,2.0,10.0,17.0,13.0,119.0,22.0,7.0,12.0,12.0,3.0,48.0,49.0,AW18,long sleeve,bordeaux,2018-10-27,5,43,10,2018
3459,1.0,8.0,6.0,6.0,62.0,7.0,4.0,5.0,7.0,2.0,23.0,12.0,AW18,sleeveless,pattern,2018-10-27,5,43,10,2018
3460,2.0,16.0,18.0,13.0,186.0,22.0,7.0,18.0,24.0,8.0,69.0,53.0,AW18,long sleeve,black,2018-10-27,5,43,10,2018
3461,1.0,12.0,17.0,5.0,134.0,20.0,1.0,4.0,7.0,4.0,49.0,41.0,AW18,long duster,black,2018-10-27,5,43,10,2018
